Credit_History,Loan_Amount_Term,Is_Standard_Term,Income_to_LoanTerm_Interaction,Property_Area_Semiurban,Property_Area_Urban,Married,Education,Dependents,Loan_Status
1,0.0,1,-0.47989517648022273,1,0,1,1,0,1
1,0.0,1,0.12382278273687658,0,0,1,1,0,0
1,0.0,1,1.6843829334206863,0,1,1,1,1,1
1,0.0,1,0.3367455572844157,0,1,1,0,2,1
1,0.0,1,0.3629514372287282,0,1,1,1,0,1
1,0.0,1,-0.7072311849971338,0,1,1,1,3,1
0,-180.0,0,-0.7072311849971338,0,0,1,0,0,0
0,0.0,1,-0.07960036033084923,0,0,1,1,1,0
0,0.0,1,-0.3347801162885923,1,0,0,1,0,0
1,0.0,1,1.6814347719269511,1,0,1,1,0,0
0,-180.0,0,-0.8061583817869135,0,1,0,0,0,0
1,0.0,1,1.821963803128327,0,1,1,1,1,1
1,-300.0,0,-1.3118226735457101,0,1,1,0,3,1
0,0.0,1,-0.2908852673818688,1,0,0,1,0,0
1,0.0,1,0.35574482024404225,0,1,1,1,0,1
1,0.0,1,-0.4710506919990173,1,0,1,0,2,1
1,-60.0,0,-0.7440286080856059,1,0,0,1,0,1
0,0.0,1,-0.14183932519859144,1,0,1,0,3,0
1,0.0,1,0.6066661207108345,1,0,1,1,3,1
1,120.0,0,-0.06158381786913439,0,1,0,1,0,0
1,0.0,1,1.0849234296945378,0,1,0,1,0,0
1,0.0,1,-0.38195070018835475,0,1,1,1,1,0
0,-60.0,0,0.2569814102039145,1,0,1,1,3,0
1,0.0,1,0.10187535828351486,1,0,1,0,3,1
1,0.0,1,-0.4396036360658423,1,0,0,1,0,1
1,0.0,1,-0.9149127835558103,1,0,1,1,1,1
1,0.0,1,-0.6318892801572353,0,1,1,1,2,0
1,0.0,1,1.0030300548685611,1,0,1,1,0,0
1,-120.0,0,-0.8285425709060137,0,1,1,1,1,1
1,0.0,1,-0.09532388829743674,1,0,0,1,0,1
1,0.0,1,0.04749815739906642,1,0,1,0,2,1
1,0.0,1,-0.1867168946032266,1,0,1,1,0,1
1,0.0,1,1.1065432806485955,0,1,0,1,0,1
1,0.0,1,1.531078535746458,1,0,1,1,0,1
1,0.0,1,0.21947424453361722,1,0,1,1,0,1
1,-180.0,0,0.2502661534681844,1,0,1,1,2,1
1,0.0,1,-0.0311194824338711,0,1,1,0,2,1
1,0.0,1,-0.34559004176562114,1,0,0,1,0,1
1,-240.0,0,-1.3041792918952857,1,0,0,0,0,1
1,0.0,1,0.5221521578904267,0,1,0,1,0,0
1,0.0,1,-0.13168454672017033,1,0,1,1,0,1
1,0.0,1,-0.7252477274588486,1,0,1,1,0,1
1,-180.0,0,-1.0135124068462862,1,0,1,0,0,1
1,0.0,1,0.03668823192203751,1,0,1,1,0,1
1,-180.0,0,-0.4626975677667677,0,1,1,0,2,1
1,0.0,1,1.1337318810908197,1,0,0,1,0,1
1,0.0,1,2.413356809434117,0,1,1,1,0,1
1,0.0,1,0.9981164523790025,1,0,1,1,0,1
1,0.0,1,-0.2024404225698141,0,1,1,1,0,1
1,0.0,1,-0.3622962902301204,0,1,1,1,1,1
1,0.0,1,2.409303087380231,0,1,1,1,2,1
1,0.0,1,0.702645156006879,0,0,0,0,0,0
0,0.0,1,0.7245925804602408,0,1,1,1,2,0
1,120.0,0,-0.4655911336772855,1,0,1,0,3,1
1,0.0,1,0.04192940791090001,0,1,0,1,0,1
1,0.0,1,0.024240438948489068,1,0,1,1,0,1
0,0.0,1,0.8182786012611579,0,0,1,0,0,0
1,0.0,1,0.74129882892474,1,0,0,1,1,1
1,0.0,1,-0.04520514290393907,1,0,0,1,0,1
1,-180.0,0,0.35695274752272543,0,0,1,1,1,1
1,0.0,1,0.08582425681762346,1,0,1,1,0,1
1,0.0,1,-0.5162558349029563,0,1,1,1,1,1
1,0.0,1,0.8261403652444517,0,0,1,1,0,0
1,0.0,1,1.7099336663663909,0,1,0,1,0,1
1,0.0,1,1.0305462288100893,0,0,1,1,0,1
1,0.0,1,-0.3347801162885923,1,0,0,1,0,1
0,0.0,1,1.9421832773728605,1,0,0,1,0,1
1,0.0,1,-0.730816476947015,1,0,1,1,2,1
1,0.0,1,0.36884776021619853,0,0,1,0,0,1
1,0.0,1,-0.49004995495864384,0,0,0,1,0,1
1,0.0,1,2.413356809434117,0,0,1,1,3,1
1,0.0,1,0.1038407992793383,0,0,0,1,0,1
0,-180.0,0,0.35695274752272543,0,1,1,1,1,0
1,0.0,1,1.1337318810908197,0,0,1,1,0,0
1,120.0,0,3.7842928507083777,0,1,0,1,0,1
1,0.0,1,-0.40782900663336336,0,1,0,1,0,1
1,0.0,1,-0.8091065432806486,1,0,0,1,0,1
1,-240.0,0,-1.321759069691262,1,0,1,1,0,1
1,0.0,1,-0.09597903529604455,1,0,0,1,0,1
1,0.0,1,2.149537302432233,1,0,1,1,3,0
1,0.0,1,-0.19818196707886332,0,0,1,1,0,0
1,0.0,1,0.5332896568667594,0,1,1,1,2,1
0,0.0,1,2.413356809434117,1,0,0,1,0,0
1,0.0,1,0.14478748669232658,0,0,1,0,2,0
1,0.0,1,0.6345098681516665,0,0,1,1,2,0
1,0.0,1,0.07501433134059454,0,1,0,1,0,1
1,-180.0,0,-0.5611334043075915,1,0,0,1,0,1
1,0.0,1,-0.14937351568258128,1,0,1,1,0,1
1,-180.0,0,0.2261895012693473,0,1,1,1,2,1
1,0.0,1,0.5332896568667594,1,0,1,1,0,1
1,0.0,1,2.413356809434117,0,1,1,1,2,1
1,0.0,1,-0.7288510359511915,0,1,1,1,1,1
1,0.0,1,2.122021128490705,0,0,0,1,0,0
1,0.0,1,0.16444189665056097,1,0,1,1,0,1
0,0.0,1,0.35672754074195395,0,0,0,1,0,0
1,0.0,1,0.3731062157071493,0,0,1,1,0,1
1,0.0,1,1.3030873802309393,0,1,0,1,0,0
1,0.0,1,-0.9522561624764556,0,0,1,0,2,0
1,0.0,1,-0.6335271476537548,0,1,0,1,0,1
0,-180.0,0,0.35695274752272543,1,0,1,1,3,1
1,0.0,1,0.2659896814347719,0,0,1,1,1,1
1,0.0,1,1.4249447219719924,0,1,1,1,1,1
1,0.0,1,-0.04094668741298829,0,0,0,1,0,1
1,0.0,1,1.6444189665056097,1,0,1,1,0,1
1,0.0,1,-0.748177872410122,1,0,1,0,0,1
1,0.0,1,0.8991892555892228,0,1,1,1,0,0
0,0.0,1,-0.2682826959298993,1,0,1,1,1,0
1,0.0,1,0.1395463107034641,0,0,1,1,2,1
1,-180.0,0,-0.17246744738350667,0,1,1,1,0,1
1,0.0,1,0.5519613463270822,0,0,1,1,0,1
1,0.0,1,-0.19818196707886332,0,0,1,1,0,0
1,0.0,1,0.19130292359348128,0,0,1,1,0,1
0,120.0,0,-0.7224087571315481,1,0,0,1,0,0
1,0.0,1,0.9211366800425845,1,0,1,1,2,1
1,0.0,1,-0.5237900253869462,0,0,1,0,0,1
1,-60.0,0,1.7278887887969863,0,1,1,1,3,1
1,-180.0,0,-1.122594382114487,0,0,1,0,3,0
1,0.0,1,2.0129391532225043,1,0,1,1,0,1
1,0.0,1,-0.035377937924821884,1,0,1,0,0,0
1,0.0,1,0.08942756530996643,0,0,1,1,0,1
1,0.0,1,-0.49922201293915325,0,0,1,1,2,1
0,0.0,1,2.413356809434117,1,0,1,1,3,0
1,0.0,1,-0.4710506919990173,1,0,1,1,1,1
0,120.0,0,-0.04673381923402397,0,1,0,0,0,0
0,0.0,1,2.413356809434117,0,1,1,1,1,0
1,0.0,1,0.5866841372532962,0,0,0,1,0,0
1,-180.0,0,-0.9460322659896815,1,0,1,1,0,1
1,0.0,1,2.413356809434117,1,0,1,1,1,0
1,0.0,1,-0.5119973794120055,1,0,1,1,0,1
1,0.0,1,2.413356809434117,1,0,1,1,0,1
0,-60.0,0,-1.104905413152076,0,0,1,1,1,0
1,0.0,1,-0.21849152403570551,0,0,1,1,0,1
1,0.0,1,0.25616247645565476,0,0,1,1,0,1
1,-180.0,0,-0.1716485136352469,0,0,1,1,0,1
1,0.0,1,-0.09925477028908361,0,0,0,0,0,1
1,0.0,1,2.23143067725821,1,0,0,1,0,0
1,0.0,1,0.27679960691180083,0,1,1,0,0,0
1,0.0,1,-0.4356727540741954,1,0,0,1,0,1
1,0.0,1,-0.3265907788059946,0,0,0,1,0,1
1,0.0,1,0.17033821963803128,1,0,1,1,1,0
1,0.0,1,2.258619277700434,0,0,0,1,0,1
1,0.0,1,-0.30005732536237817,0,1,0,0,0,1
1,0.0,1,0.34198673327327817,1,0,1,1,0,1
1,0.0,1,1.9038571779543034,0,1,0,1,0,0
1,0.0,1,-0.028826467938743754,1,0,1,0,1,1
0,0.0,1,-0.08680697731553517,1,0,0,1,2,1
1,-180.0,0,-1.045614609778069,0,1,1,0,3,0
1,0.0,1,-0.19818196707886332,0,1,1,0,1,1
1,0.0,1,-0.4163459176152649,1,0,1,0,2,1
1,0.0,1,-0.2555073294570469,1,0,0,0,0,1
1,0.0,1,-0.6368028826467939,0,1,0,1,0,1
1,0.0,1,0.4317418720825485,0,0,0,0,0,1
1,0.0,1,-0.8873966096142822,0,1,0,1,0,1
1,0.0,1,-0.5798050937679142,1,0,0,1,0,0
1,0.0,1,1.576283678650397,1,0,0,1,0,0
0,0.0,1,-0.1664073376463844,1,0,1,1,3,0
1,0.0,1,0.8513635246908525,0,1,1,1,1,1
1,0.0,1,0.16870035214151174,0,0,1,0,3,1
1,0.0,1,0.32953894029972974,0,1,1,1,0,1
1,0.0,1,-0.11628859225288674,1,0,1,0,3,1
1,0.0,1,-1.0606829907460487,0,0,1,1,0,0
1,0.0,1,0.10285807878142658,1,0,1,1,0,1
0,0.0,1,-0.06158381786913439,1,0,1,1,2,0
1,0.0,1,0.48415363197117356,1,0,1,1,2,1
0,0.0,1,-0.97191057243469,0,1,1,1,0,0
1,0.0,1,0.1762345426255016,1,0,1,1,2,1
1,0.0,1,0.18802718860044224,1,0,0,1,0,1
1,0.0,1,1.1137498976332814,1,0,1,1,0,1
1,0.0,1,0.3478830562607485,1,0,1,1,0,1
1,0.0,1,-0.6348374416509704,0,0,1,1,0,0
1,0.0,1,-0.14839079518466955,0,1,1,0,0,0
1,0.0,1,0.9031201375808697,1,0,1,1,2,1
1,120.0,0,0.3786749651953157,1,0,1,1,0,1
1,0.0,1,0.39701908115633444,0,0,0,1,0,1
1,0.0,1,-0.21062976005241177,1,0,1,1,1,1
1,-180.0,0,-1.090819752682008,0,0,1,1,0,1
1,0.0,1,0.19621652608303988,0,0,0,0,0,1
1,0.0,1,1.0302186553107853,1,0,0,1,0,1
1,0.0,1,-0.0832036688231922,1,0,1,1,1,1
1,0.0,1,0.5149455409057407,0,0,1,1,1,1
1,0.0,1,0.18278601261157973,0,1,1,1,0,0
1,0.0,1,-0.5650642862992384,0,1,0,1,0,1
1,0.0,1,-0.4507411350421751,0,0,0,1,1,1
1,0.0,1,-0.6135451641962165,1,0,1,1,1,1
1,0.0,1,1.8445663745802965,0,0,1,1,2,1
1,-180.0,0,-0.9635574482024404,0,1,1,0,1,0
1,-300.0,0,-1.2263259902273906,0,1,0,1,0,1
1,0.0,1,0.7737286053558267,0,0,1,1,2,1
1,0.0,1,0.8631561706657931,1,0,1,0,0,1
1,-180.0,0,0.0011465072475636722,0,1,0,1,0,0
1,0.0,1,1.478994349357137,0,1,1,1,2,1
1,-180.0,0,-0.6171484726885595,0,1,1,0,1,1
1,120.0,0,0.3642617312259438,1,0,1,1,1,1
1,0.0,1,-0.4949635574482024,0,1,1,1,0,1
0,0.0,1,0.12120219474244534,1,0,1,0,0,0
1,0.0,1,-0.576856932274179,0,1,0,1,2,0
1,0.0,1,-0.14347719269511097,0,0,0,0,0,1
1,-180.0,0,-0.10056506428629924,1,0,1,0,1,1
0,0.0,1,2.413356809434117,0,1,0,1,0,0
1,0.0,1,-0.6895422160347228,0,0,0,1,3,1
0,0.0,1,0.2807304889034477,0,0,0,0,0,0
1,0.0,1,0.02030955695684219,0,1,1,1,3,0
1,0.0,1,2.413356809434117,0,0,1,1,0,0
1,0.0,1,-0.08418638932110392,1,0,1,0,3,0
1,0.0,1,1.685365653918598,0,1,1,1,1,1
1,0.0,1,-0.30104004586028993,1,0,0,1,0,1
1,-324.0,0,-1.5854229792809762,1,0,0,1,1,0
1,0.0,1,0.6590778805994595,0,0,0,1,0,1
1,0.0,1,-0.007206616984685939,1,0,0,1,0,1
1,0.0,1,0.7711080173613954,0,0,0,1,0,1
1,0.0,1,0.297109163868643,1,0,1,1,2,1
0,0.0,1,0.31316026533453445,0,1,1,1,3,1
1,0.0,1,-0.5798050937679142,0,0,0,1,0,0
1,0.0,1,-0.24633527147653755,0,1,0,1,1,1
1,0.0,1,-0.6390958971419212,0,1,0,1,0,1
1,0.0,1,1.951682908852674,0,1,1,1,0,1
1,0.0,1,-0.16313160265334534,0,0,0,1,0,1
1,0.0,1,-0.11301285725984768,1,0,1,1,0,1
1,0.0,1,-0.42191466710343134,1,0,1,1,2,1
1,0.0,1,-0.19523380558512815,1,0,1,1,1,1
1,0.0,1,0.6810253050528212,1,0,1,1,0,1
1,0.0,1,-0.25714519695356647,0,1,1,1,0,1
1,0.0,1,2.413356809434117,1,0,1,1,0,1
1,0.0,1,-0.35639996724265005,0,0,1,0,0,1
0,0.0,1,0.42289738760134304,0,1,0,0,1,0
1,0.0,1,-0.15101138317910082,1,0,1,1,0,1
1,-180.0,0,-1.1611170276308247,0,1,1,1,2,1
1,0.0,1,-0.5604782573089837,0,1,0,1,0,1
1,0.0,1,2.413356809434117,0,0,1,1,0,0
1,0.0,1,0.3351076897878962,0,0,0,1,0,1
1,-60.0,0,-0.521005650642863,1,0,0,1,0,0
1,0.0,1,0.16902792564081565,0,0,1,1,0,1
1,0.0,1,-0.3485382032593563,1,0,0,1,0,1
1,0.0,1,1.4151175169928754,0,0,0,1,0,1
1,0.0,1,0.09925477028908361,0,0,1,1,0,1
0,0.0,1,-0.2581279174514782,1,0,1,1,2,0
1,0.0,1,-0.1555974121693555,0,1,1,1,2,1
0,120.0,0,0.6665028799170147,0,1,0,1,0,0
1,0.0,1,0.17328638113176645,1,0,1,1,0,1
1,0.0,1,0.15658013266726722,0,1,1,1,3,1
1,0.0,1,0.55261649332569,1,0,1,1,1,1
1,0.0,1,-0.17099336663663908,0,1,1,1,1,1
1,120.0,0,1.5941910299456774,0,0,0,1,0,0
1,0.0,1,-0.08156580132667267,0,1,1,1,1,0
0,0.0,1,-0.14871836868397348,0,1,1,0,0,0
1,0.0,1,-0.18442388010809926,1,0,1,0,0,1
1,0.0,1,-0.06158381786913439,0,0,0,1,0,1
1,0.0,1,-0.5765293587748751,0,1,1,1,1,1
1,0.0,1,0.4297764310867251,0,0,0,1,0,1
1,0.0,1,-1.0443043157808534,0,1,0,0,0,0
1,0.0,1,0.07861763983293751,0,0,0,1,0,1
0,0.0,1,-0.30300548685611334,0,1,0,1,0,0
1,0.0,1,2.413356809434117,0,0,0,1,0,0
1,0.0,1,0.8120547047743838,0,0,1,0,2,1
1,0.0,1,-0.7439194169191712,1,0,0,1,0,1
1,0.0,1,0.04717058389976251,1,0,0,0,0,1
1,0.0,1,-0.8782245516337728,0,0,0,1,0,1
1,-276.0,0,-1.2602626047552754,0,0,1,1,2,1
1,0.0,1,-0.2856440913930063,0,0,1,1,0,0
1,-180.0,0,-0.874129882892474,0,1,1,0,1,1
1,0.0,1,-0.4818606174760462,1,0,1,1,2,1
1,0.0,1,-0.3262632053066907,0,1,1,1,0,1
1,0.0,1,-0.5395135533535337,1,0,0,1,1,1
1,0.0,1,1.576283678650397,0,0,1,1,1,0
1,0.0,1,-0.20342314306772583,1,0,1,1,0,1
1,0.0,1,-0.21521578904266644,1,0,1,1,3,1
1,0.0,1,0.0009827204979117189,0,0,1,0,2,1
1,0.0,1,0.31545327982966176,0,0,0,1,0,1
1,0.0,1,2.413356809434117,0,0,1,1,3,1
0,0.0,1,2.413356809434117,0,0,1,1,1,0
0,0.0,1,-0.08877241831135861,0,0,0,1,0,1
1,0.0,1,0.9139300630578986,1,0,1,1,0,1
1,0.0,1,0.5228073048890345,0,1,1,1,0,0
1,0.0,1,-0.8805175661289002,0,1,0,1,0,1
1,0.0,1,0.32397019081156336,0,1,0,1,1,1
1,0.0,1,-0.738023093931701,1,0,0,1,0,1
1,0.0,1,-0.7714355908606993,0,1,0,1,0,1
1,-180.0,0,0.35695274752272543,0,1,1,1,0,1
1,-180.0,0,0.21128490705101957,0,1,1,1,1,1
1,0.0,1,1.57399066415527,1,0,1,1,0,1
1,0.0,1,0.24568012447792972,0,0,1,1,1,1
1,0.0,1,0.6263205306690689,0,0,1,1,2,1
0,0.0,1,-1.0999918106625175,0,1,0,0,3,0
1,0.0,1,-0.3367455572844157,1,0,0,1,0,1
1,0.0,1,-0.31250511833592665,0,0,1,0,3,0
1,0.0,1,-0.9204815330439767,0,0,0,1,0,0
1,0.0,1,0.19490623208582425,0,1,1,0,1,1
1,0.0,1,-0.6600606010973712,1,0,1,0,3,1
1,0.0,1,-0.09008271230857423,0,0,1,1,2,1
1,0.0,1,-0.07566947833920236,1,0,1,1,0,1
0,0.0,1,0.5126525264106134,0,0,1,0,0,0
1,0.0,1,0.020637130456146097,0,1,1,0,2,1
1,0.0,1,1.8763410040127753,1,0,1,1,0,1
1,0.0,1,1.2077634919335025,0,0,1,1,0,1
1,0.0,1,1.2758987797887151,1,0,1,1,0,1
1,0.0,1,2.413356809434117,0,0,0,1,0,0
1,0.0,1,-0.14380476619441487,0,0,1,1,3,1
0,0.0,1,0.10220293178281877,0,0,1,1,0,0
1,0.0,1,-0.7403161084268283,1,0,1,1,0,1
1,-180.0,0,-1.0749324379657685,0,1,0,1,0,1
1,0.0,1,2.0676439276062566,0,0,1,1,2,1
1,0.0,1,-0.430104004586029,0,1,1,1,1,0
0,120.0,0,0.33849261594736985,0,1,1,0,0,0
1,0.0,1,1.0305462288100893,1,0,1,1,3,1
1,0.0,1,-0.15232167717631642,1,0,0,1,1,0
1,0.0,1,1.1396282040782901,1,0,1,1,2,1
1,0.0,1,0.6207517811809025,0,1,1,1,0,1
1,-60.0,0,-0.049026833729151315,0,1,1,1,0,1
1,0.0,1,0.535255097862583,0,0,0,1,0,1
1,0.0,1,0.3367455572844157,0,0,0,0,0,0
1,120.0,0,-0.6075396500423116,1,0,0,1,0,0
0,0.0,1,-0.020964703955450005,0,0,0,1,0,0
1,0.0,1,0.3724510687085415,1,0,1,1,1,1
1,0.0,1,2.413356809434117,0,0,1,1,0,0
1,0.0,1,2.413356809434117,1,0,0,1,0,1
1,0.0,1,-0.0009827204979117189,1,0,1,1,2,1
1,-60.0,0,1.7278887887969863,0,0,1,1,2,1
0,-180.0,0,-0.8724920153959544,0,1,0,1,1,0
1,0.0,1,-0.3161084268282696,0,1,0,1,0,1
1,-180.0,0,-0.7593153713864549,0,1,1,1,0,1
1,0.0,1,2.413356809434117,0,0,1,1,3,1
1,0.0,1,-0.28760953238882975,1,0,1,1,0,1
1,120.0,0,-0.3590205552370813,0,1,0,1,0,0
1,0.0,1,0.06649742035869298,0,1,1,1,2,1
1,0.0,1,0.21128490705101957,1,0,1,1,0,1
1,0.0,1,1.632953894029973,1,0,0,1,0,1
1,0.0,1,0.2659896814347719,0,1,0,1,0,1
1,0.0,1,0.6482679551224306,0,1,0,1,0,1
1,0.0,1,-0.20375071656702973,0,1,1,1,2,0
1,-180.0,0,-1.0988453034149537,0,1,0,1,1,1
1,0.0,1,-0.40684628613545165,1,0,0,0,0,1
0,0.0,1,0.31381541233314225,0,1,1,0,0,0
1,0.0,1,-0.14347719269511097,0,1,1,1,0,1
1,0.0,1,0.09827204979117189,0,0,1,1,0,1
1,0.0,1,1.3034149537302433,0,0,0,1,3,1
1,0.0,1,1.4138072229956598,0,0,1,1,3,1
1,0.0,1,-0.1605110146589141,0,1,1,1,0,1
1,-180.0,0,-1.1068708541478995,1,0,1,0,2,1
1,0.0,1,-0.22537056752108756,0,1,1,1,2,1
1,0.0,1,-0.4677749570059782,1,0,1,1,2,1
0,0.0,1,-0.6577675866022439,0,1,0,1,0,0
1,0.0,1,-0.2279911555155188,0,1,1,1,0,1
1,0.0,1,0.1244779297354844,0,0,0,0,0,1
0,0.0,1,-0.6184587666857752,1,0,0,1,0,0
0,-180.0,0,-1.2262713946441732,0,1,1,0,2,0
1,-60.0,0,-0.9473971555701144,0,0,0,0,0,0
1,0.0,1,2.413356809434117,1,0,0,1,0,1
1,0.0,1,-1.0564245352550978,1,0,0,0,0,1
1,0.0,1,0.738023093931701,0,0,0,1,0,0
1,0.0,1,-0.20997461305380394,1,0,0,1,0,1
1,0.0,1,-0.20342314306772583,0,1,1,0,0,1
1,0.0,1,-0.9745311604291212,0,0,0,0,0,1
0,-60.0,0,0.5662653891300193,1,0,1,1,1,0
0,0.0,1,2.413356809434117,0,0,1,1,3,0
1,0.0,1,-0.43272459258046025,1,0,0,0,1,0
1,0.0,1,0.34984849725657197,0,1,1,1,0,1
0,0.0,1,0.29743673736794696,0,0,1,0,0,0
1,0.0,1,-0.2954712963721235,0,0,1,0,0,1
0,0.0,1,0.06485955286217344,1,0,1,0,0,0
1,0.0,1,-0.7183686839734665,0,1,0,1,0,1
1,0.0,1,-0.8477602161985095,0,1,0,1,1,0
1,0.0,1,2.413356809434117,0,1,1,1,2,0
1,0.0,1,-0.4553271640324298,0,0,1,1,0,1
1,0.0,1,-0.17197608713455081,1,0,1,1,0,1
1,0.0,1,0.20997461305380394,0,0,1,1,0,1
0,0.0,1,-0.8084513962820408,0,1,0,0,0,0
1,0.0,1,-0.5401687003521415,0,1,1,1,0,1
0,0.0,1,1.2215215789042666,0,1,1,1,1,0
1,0.0,1,2.413356809434117,1,0,1,1,0,1
1,0.0,1,0.5824256817623454,0,0,1,1,0,1
1,0.0,1,-0.19064777659487347,0,0,0,0,1,0
1,0.0,1,0.24469740398001802,1,0,1,1,2,1
1,0.0,1,-0.7376562113373188,0,0,1,1,0,1
1,-180.0,0,-1.2544427155843092,0,1,0,0,0,1
1,0.0,1,1.125542543608222,1,0,0,1,1,1
0,0.0,1,0.4297764310867251,0,0,0,1,0,0
1,0.0,1,2.413356809434117,1,0,0,1,0,1
1,0.0,1,-0.13856359020555237,1,0,1,1,0,1
1,0.0,1,-0.4710506919990173,0,1,0,1,0,1
1,-120.0,0,0.4946359839488985,1,0,1,1,0,1
1,0.0,1,-0.46220620751781183,1,0,0,1,0,1
1,0.0,1,-0.6060109737122267,0,1,1,1,0,1
0,0.0,1,1.7125542543608223,0,1,0,1,0,0
1,0.0,1,0.640078617639833,0,0,1,0,0,1
1,0.0,1,1.1582998935386126,1,0,0,1,0,1
1,0.0,1,1.4891491278355582,0,0,1,1,0,1
1,0.0,1,0.4952911309475063,1,0,0,0,3,1
1,0.0,1,2.413356809434117,1,0,0,1,1,1
1,-60.0,0,1.7278887887969863,0,0,1,1,0,1
1,0.0,1,-0.16771763164360004,0,0,1,1,1,1
1,0.0,1,-0.17557939562689379,0,0,1,0,2,1
1,0.0,1,-0.08942756530996643,0,0,1,1,0,0
0,0.0,1,-0.04520514290393907,0,0,1,1,2,0
1,0.0,1,-0.28728195888952585,1,0,0,0,1,0
0,0.0,1,-0.5319793628695438,0,0,1,0,2,0
1,-60.0,0,-0.7675047088690525,0,1,1,0,2,1
0,0.0,1,0.1614937351568258,0,0,1,1,0,0
0,-180.0,0,-0.8888706903611497,0,0,1,1,0,1
1,0.0,1,0.6214069281795103,1,0,0,1,0,1
1,0.0,1,-0.43534518057489147,1,0,1,1,2,1
1,0.0,1,-0.2905576938825649,0,1,1,1,0,1
1,0.0,1,0.35672754074195395,0,1,1,1,0,0
1,0.0,1,-0.27319629841945786,0,0,0,1,2,1
1,0.0,1,1.0305462288100893,1,0,1,1,0,0
1,0.0,1,0.3203668823192204,1,0,1,1,0,1
1,-180.0,0,-0.4317418720825485,0,1,1,1,3,1
1,0.0,1,0.004913602489558595,0,0,1,1,0,1
1,0.0,1,0.0009827204979117189,1,0,0,0,1,1
0,0.0,1,-0.3347801162885923,1,0,0,1,0,0
1,0.0,1,0.2659896814347719,0,0,0,1,0,1
0,-180.0,0,-0.94423061174351,0,1,1,0,3,0
1,0.0,1,2.413356809434117,1,0,1,1,0,1
1,0.0,1,-0.6751289820653509,1,0,1,0,2,1
